CYCLAMEN EUROPAEUM  , CYCLAMEN EUROPAEUM
CYMBOPOGON CITRATUS (DC.) STAPF, CYMBOPOGON CITRATUS (DC.) STAPF
CYMBOPOGON MARTINI (ROXB.) W. WATSON, CYMBOPOGON MARTINI (ROXB.) W. WATSON
CYNARA CARDUNCULUS L. SUBSP. FLAVESCENS WIKLUND, CYNARA CARDUNCULUS L. SUBSP. FLAVESCENS WIKLUND
CYNARA SCOLYMUS L., CYNARA SCOLYMUS L.
CYPRIPEDIUM PUBESCENS, CYPRIPEDIUM PUBESCENS
CYRTOPODIUM PUNCTATUM, CYRTOPODIUM PUNCTATUM
