KRAMERIA LAPPACEA (DOMBEY) BURDET & B.B. SIMPSON, KRAMERIA LAPPACEA (DOMBEY) BURDET & B.B. SIMPSON
KRAMERIA TRIANDRA RUIZ & PAV., KRAMERIA TRIANDRA RUIZ & PAV.
KREOSOTUM , KREOSOTUM
