COBALAMINA, COBALAMINA
COBALTUM METALLICUM , COBALTUM METALLICUM
COBAMAMIDA, COBAMAMIDA
COBICISTATE, COBICISTATE
COBIMETINIBE, COBIMETINIBE
COCAETILENO, COCAETILENO
COCAÍNA, COCAINA
COCARBOXILASE, COCARBOXILASE
COCCULUS INDICUS  , COCCULUS INDICUS
COCCUS CACTI , COCCUS CACTI
COCHLEARIA ARMORACIA, COCHLEARIA ARMORACIA
COCOAMIDOPROPILBETAÍNA, COCOAMIDOPROPILBETAINA
CODACTIDA, CODACTIDA
CODEÍNA, CODEINA
CODEÍNA MONOIDRATADA, CODEINA MONOIDRATADA
CODERGOCRINA, CODERGOCRINA
CODOXIMA, CODOXIMA
COENZIMA A, COENZIMA A
COFFEA CANEPHORA PIERRE EX A. FROEHNER, COFFEA CANEPHORA PIERRE EX A. FROEHNER
COFFEA CRUDA , COFFEA CRUDA
COFFEA TOSTA , COFFEA TOSTA
COFISATINA, COFISATINA
COIX LACRYMA-JOBI L., COIX LACRYMA-JOBI L.
COLA DE FIBRINA, COLA FIBRINA
COLA NITIDA (VENT.) SCHOTT & ENDL., COLA NITIDA (VENT.) SCHOTT & ENDL.
COLAGENASE, COLAGENASE
COLÁGENO, COLAGENO
COLATO DE SÓDIO, COLATO SODIO
COLCHICINA, COLCHICINA
COLCHICUM AUTUMNALE  , COLCHICUM AUTUMNALE
COLECALCIFEROL, COLECALCIFEROL
COLESEVELAM, COLESEVELAM
COLESTEROL, COLESTEROL
COLESTIPOL, COLESTIPOL
COLESTIRAMINA, COLESTIRAMINA
COLESTOLONA, COLESTOLONA
COLFENAMATO, COLFENAMATO
COLFORSINA, COLFORSINA
COLIMECICLINA, COLIMECICLINA
COLINA, COLINA
COLISTIMETATO DE SÓDIO, COLISTIMETATO SODIO
COLISTINA, COLISTINA
COLLINSONIA CANADENSIS , COLLINSONIA CANADENSIS
COLOCYNTHIS, COLOCYNTHIS
COLTEROL, COLTEROL
COMOCLADIA DENTATA , COMOCLADIA DENTATA
COMPLEXO PROTROMBÍNICO HUMANO LIOFILIZADO, COMPLEXO PROTROMBINICO HUMANO LIOFILIZADO
CONCENTRADO DE GRANULÓCITOS, CONCENTRADO GRANULOCITOS
CONCENTRADO DE HEMÁCIAS, CONCENTRADO HEMACIAS
CONCENTRADO DE PLAQUETAS, CONCENTRADO PLAQUETAS
CONDROITINA, CONDROITINA
CONDURANGO, CONDURANGO
CONESSINA, CONESSINA
CONIUM MACULATUM  , CONIUM MACULATUM
CONIVAPTANA, CONIVAPTANA
CONORFONA, CONORFONA
CONVALATOXINA, CONVALATOXINA
CONVALLARIA MAJALIS  , CONVALLARIA MAJALIS
COPAIFERA LANGSDORFFII DESF., COPAIFERA LANGSDORFFII DESF.
COPAIFERA MULTIJUGA (HAYNE) KUNTZE, COPAIFERA MULTIJUGA (HAYNE) KUNTZE
COPAIFERA PAUPERA (HERZOG) DWYER, COPAIFERA PAUPERA (HERZOG) DWYER
COPAIFERA RETICULATA DUCKE, COPAIFERA RETICULATA DUCKE
COPAIVA OFFICINALIS , COPAIVA OFFICINALIS
COPERNICIA PRUNIFERA (MILL.) H. E. MOORE, COPERNICIA PRUNIFERA (MILL.) H. E. MOORE
COPOLÍMERO DE ACETATO E FTALATO DE VINILA, COPOLIMERO ACETATO E FTALATO VINILA
COPOLÍMERO DE ÁCIDO METACRÍLICO E METACRILATO DE ETILA, COPOLIMERO ACIDO METACRILICO E METACRILATO ETILA
COPOLÍMERO DE ACRILATO DE ETILA E METACRILATO DE METILA (2:1), COPOLIMERO ACRILATO ETILA E METACRILATO METILA (2:1)
COPOLÍMERO DE ACRILATO DE ETILA, METACRILATO DE CLORETO DE TRIMETILAMÔNIO DE ETILA E METACRILATO DE METILA, COPOLIMERO ACRILATO ETILA, METACRILATO CLORETO TRIMETILAMONIO ETILA E METACRILATO METILA
COPOLÍMERO DE ACRILOILDIMETILTAURATO DE SÓDIO E ACRILATO DE HIDROXIETILA, COPOLIMERO ACRILOILDIMETILTAURATO SODIO E ACRILATO HIDROXIETILA
COPOLÍMERO DE ÁLCOOL POLIVINÍLICO E MACROGOL, COPOLIMERO ALCOOL POLIVINILICO E MACROGOL
COPOLÍMERO DE DIMETACRILATO DE ETILENOGLICOL E METACRILATO DE METILA, COPOLIMERO DIMETACRILATO ETILENOGLICOL E METACRILATO METILA
COPOLÍMERO DE GLICOLIDA E LACTIDA, COPOLIMERO GLICOLIDA E LACTIDA
COPOLÍMERO DE GLICOLIDA E LACTIDA COM GLICOSE, COPOLIMERO GLICOLIDA E LACTIDA GLICOSE
COPOLÍMERO DE METACRILATO DE BUTILA, METACRILATO DE DIMETILAMINOETILA E METACRILATO DE METILA, COPOLIMERO METACRILATO BUTILA, METACRILATO DIMETILAMINOETILA E METACRILATO METILA
COPOLÍMERO DO ÁCIDO METACRÍLICO E METACRILATO DE METILA, COPOLIMERO DO ACIDO METACRILICO E METACRILATO METILA
COPOLÍMERO DO ÁCIDO METACRÍLICO E METACRILATO DE METILA (1:2), COPOLIMERO DO ACIDO METACRILICO E METACRILATO METILA (1:2)
COPOLÍMERO DOS ÁCIDOS GLICÓLICO E LÁCTICO, COPOLIMERO DOS ACIDOS GLICOLICO E LACTICO
COPOVIDONA, COPOVIDONA
CORALLIUM RUBRUM , CORALLIUM RUBRUM
CORBADRINA, CORBADRINA
CORIANDRUM SATIVUM L. , CORIANDRUM SATIVUM L.
CORMETASONA, CORMETASONA
