LYCOPERSICUM ESCULENTUM, LYCOPERSICUM ESCULENTUM
LYCOPODIUM CLAVATUM , LYCOPODIUM CLAVATUM
LYCOPUS VIRGINICUS , LYCOPUS VIRGINICUS
