PULEX IRRITANS  , PULEX IRRITANS
PULSATILLA             , PULSATILLA
PUMAFENTRINA, PUMAFENTRINA
PUMITEPA, PUMITEPA
PUNICA GRANATUM L., PUNICA GRANATUM L.
PUROMICINA, PUROMICINA
