502821903118419;;;;;10
502821802117417;;;;;11
521100101172418;De para antigo - Inválido;100101172418.0;100101172418.0;123803.0;31
516200203159411;Válido;nan;nan;nan;112
509000201117311;De para antigo - Inválido;201117311.0;201117311.0;212003.0;118
517700101132412;De para antigo - válido;700101132412.0;700101132412.0;227403.0;130
501100101135416;De para antigo - Inválido;100101135416.0;100101135416.0;286203.0;189
510600201111315;De para antigo - válido;600201111315.0;600201111315.0;291801.0;193
510600206172312;De para antigo - válido;600206172312.0;600206172312.0;291803.0;194
526500202112413;De para antigo - válido;500202112413.0;500202112413.0;304403.0;211
526500201132410;De para antigo - válido;500201132410.0;500201132410.0;304406.0;212
516100301175421;Válido;nan;nan;nan;252
508500202173317;De para antigo - válido;500202173317.0;500202173317.0;394003.0;294
501100401163415;De para antigo - Inválido;100401163415.0;100401163415.0;395403.0;295
501100403174414;De para antigo - válido;100403174414.0;100403174414.0;395406.0;296
501100402119411;De para antigo - Inválido;100402119411.0;100402119411.0;395409.0;297
505609001119416;Válido;nan;nan;nan;325
516100501115422;De para antigo - válido;100501115422.0;100501115422.0;471003.0;398
510600501115316;De para antigo - válido;600501115316.0;600501115316.0;478003.0;412
508000404117319;De para antigo - válido;404117319.0;404117319.0;578805.0;572
508000403137316;De para antigo - Inválido;403137316.0;403137316.0;578808.0;574
502800704159317;De para antigo - Inválido;800704159317.0;800704159317.0;581606.0;585
502800701117311;De para antigo - válido;800701117311.0;800701117311.0;583003.0;587
502800701117311;;;;;587
526500902114311;De para antigo - válido;500902114311.0;500902114311.0;606809.0;624
508700301175418;De para antigo - válido;700301175418.0;700301175418.0;625006.0;642
533000402174419;De para antigo - válido;402174419.0;402174419.0;646003.0;667
533000401178410;De para antigo - válido;401178410.0;401178410.0;646006.0;668
500900301173414;De para antigo - válido;900301173414.0;900301173414.0;693006.0;717
502800901116319;De para antigo - válido;800901116319.0;800901116319.0;772003.0;814
502800901116319;;;;;814
505200802138411;Válido;nan;nan;nan;874
522234301158415;De para antigo - válido;234301158415.0;234301158415.0;848003.0;903
501000601179319;De para antigo - Inválido;601179319.0;601179319.0;860203.0;919
538900303157413;Não encontrou similar no IMS;nan;nan;nan;931
538902101111311;Válido;nan;nan;nan;1014
517700203131415;De para antigo - válido;700203131415.0;700203131415.0;963309.0;1019
532900401117413;De para antigo - válido;900401117413.0;900401117413.0;982003.0;1044
504500402110317;De para antigo - válido;500402110317.0;500402110317.0;983403.0;1045
517100401135419;De para antigo - válido;100401135419.0;100401135419.0;1001606.0;1058
517100402131417;De para antigo - válido;100402131417.0;100402131417.0;1001609.0;1059
529200301111315;De para antigo - válido;200301111315.0;200301111315.0;1089806.0;1149
529200306138319;De para antigo - Inválido;200306138319.0;200306138319.0;1089812.0;1152
516200502131411;Válido;nan;nan;nan;1272
508701001132411;De para antigo - Inválido;701001132411.0;701001132411.0;1194812.0;1287
538812901117412;Válido;nan;nan;nan;1320
538900401116411;Válido;nan;nan;nan;1330
500510002112415;De para antigo - válido;510002112415.0;510002112415.0;1234803.0;1348
500510001132412;De para antigo - válido;510001132412.0;510001132412.0;1234806.0;1349
500510003135419;Válido;nan;nan;nan;1349
525001101134412;De para antigo - válido;1101134412.0;1101134412.0;1238206.0;1365
525001101134412;;;;;1365
509001001111316;Válido;nan;nan;nan;1482
510601602160315;De para antigo - válido;601602160315.0;601602160315.0;1319406.0;1489
510601601164317;De para antigo - válido;601601164317.0;601601164317.0;1319410.0;1492
510601605161312;De para antigo - válido;601605161312.0;601605161312.0;1319415.0;1495
510601604163311;De para antigo - válido;601604163311.0;601604163311.0;1319416.0;1496
510601609165312;De para antigo - Inválido;601609165312.0;601609165312.0;1322206.0;1502
510601610163311;De para antigo - Inválido;601610163311.0;601610163311.0;1322215.0;1509
510500101131415;De para antigo - Inválido;500101131415.0;500101131415.0;1442606.0;1645
510500102138413;De para antigo - Inválido;500102138413.0;500102138413.0;1442609.0;1646
526101301133411;De para antigo - Inválido;101301133411.0;101301133411.0;1465003.0;1672
502822101112311;;;;;1830
530500901116411;;;;;1830
504500801112313;De para antigo - válido;500801112313.0;500801112313.0;1619009.0;1846
520500101163419;De para antigo - válido;500101163419.0;500101163419.0;1745515.0;1984
525001703118415;De para antigo - válido;1703118415.0;1703118415.0;1761803.0;1999
525001703118415;;;;;1999
525001703118415;;;;;1999
525001702111417;;;;;2000
515600902161413;De para antigo - válido;600902161413.0;600902161413.0;1787506.0;2025
508001401111415;De para antigo - válido;1401111415.0;1401111415.0;1818203.0;2053
508001406113319;Válido;nan;nan;nan;2053
500501701119411;De para antigo - válido;501701119411.0;501701119411.0;1861803.0;2095
525401505119410;De para antigo - válido;401505119410.0;401505119410.0;1914404.0;2150
525401512131412;De para antigo - válido;401512131412.0;401512131412.0;1914410.0;2152
525401601118411;De para antigo - Inválido;401601118411.0;401601118411.0;1915806.0;2154
525401702119413;De para antigo - Inválido;401702119413.0;401702119413.0;1917203.0;2155
512400705155314;De para antigo - válido;400705155314.0;400705155314.0;1943803.0;2209
512400705155314;;;;;2209
512400704132310;De para antigo - válido;400704132310.0;400704132310.0;1943816.0;2214
512400706151312;De para antigo - Inválido;400706151312.0;400706151312.0;1946603.0;2219
502802301116314;;;;;2230
502802302112312;;;;;2230
