145000, OLEO DE CHIA , OLEO CHIA, NOT FOUND, CAPS GEL 500 MG x 60, M1L
125583, OLEO DE LINHACA , OLEO LINHACA, NOT FOUND, CAPS 1000 MG x 60, M1L
